STRID,LAN,Remark
MSG_USE_ERROR_OTHER,"Ðang tiªn hành mµt ðµng tác khác..",
MSG_USE_FRONT,"Phäi phát ðµng t× chính di®n møc tiêu",
MSG_USEITEM_PARTY_ERROR,"Môn phái cüa v§t ph¦m không phù hþp",
msg_user_dead,"Ngß¶i ch½i ðã tØ vong.",
msg_user_offline,"%s không có m£t",
MSG_USESKILL_ERROR1,"Không th¬ thi tri¬n pháp thu§t khi ðang sØ døng v§t ph¦m",
MSG_USESKILL_ERROR2,"KÛ nång chßa th¬ thi tri¬n",
MSG_USESKILL_ERROR3,"C¤p ðµ pháp bäo quá th¤p, không th¬ kích hoÕt kÛ nång này",
MSG_USESKILL_ERROR4,"TrÕng thái hi®n nay cüa bÕn không th¬ thi tri¬n pháp thu§t",
MSG_USESKILL_ERROR5,"Linh lñc không ðü",
MSG_USESKILL_ERROR6,"Nång lßþng không ðü",
MSG_USESKILL_ERROR7,"BÕn không có kÛ nång này",
MSG_USESKILL_ERROR8,"Møc tiêu vô hi®u",
MSG_USESKILL_ERROR9,"Møc tiêu ra khöi phÕm vi",
MSG_USESKILL_LEVDELTA,"C¤p ðµ møc tiêu không phù hþp.",
msg_waitfor_roll,"V§t ph¦m này ðang ðþi ð± xí ng¥u ð¬ quyªt ð¸nh quy«n s· hæu",
msg_war_cancel_reg_ask,"BÕn th§t sñ mu¯n hüy ðång ký ?",
msg_war_cancelreg_notexist,"BÕn chßa ðång ký",
msg_war_close,"ChÑc nång công thành tÕm th¶i chßa kh·i ðµng",
msg_war_const_date,ngày,
msg_war_const_hour,gi¶,
msg_war_const_min,phút,
msg_war_const_month,tháng,
msg_war_const_year,nåm,
msg_war_change_time_late,"Th¶i gian thay ð±i ðã hªt, ng×ng vi®c thay ð±i trong vòng 24 gi¶ trß¾c khi công thành chiªn!",
msg_war_end_bulletin_npc,"Công thành chiªn cüa %s kªt thúc",
msg_war_end_bulletin_user,"Công thành chiªn cüa %s kªt thúc, [%s] th¡ng lþi",
msg_war_flag_error,"Ð£t l®nh kÏ th¤t bÕi",
msg_war_flag_hlink,"L¤y ðßþc công thành l®nh kÏ ",
msg_war_flag_notwartime,"Sau khi thành chiªn b¡t ð¥u m¾i có th¬ ð£t l®nh kÏ.",
msg_war_flag_notwarzone,"Chï có th¬ ð£t l®nh kÏ trong khu vñc thành chiªn.",
msg_war_guild_flag,"Bi¬u tßþng",
msg_war_guild_name,"Danh xßng bang hµi",
msg_war_guild_state,"TrÕng thái",
msg_war_hlink,"Dò tìm trÕng thái thành chiªn",
msg_war_insertflag_notincorrectarea,"Không th¬ ð£t l®nh kÏ · ngoài khu vñc chï ð¸nh.",
msg_war_insertflag_nottime,"Chï có th¬ ð£t l®nh kÏ sau khi thành chíên b¡t ð¥u.",
msg_war_is_allowed,"Ðã cho phép",
msg_war_is_closed,"Ðóng chÑc nång công thành",
msg_war_is_notallowed,Ch¶,
msg_war_is_opened,"Kh·i ðµng chÑc nång công thành",
msg_war_mail_revenue_content,"Các hÕ tôn kính, ð¬ tß·ng thß·ng cho thành tích siêu vi®t cüa quý bang hµi cüa các hÕ trong tr§n Huyªt Th¥n Phü thành chiªn, ngân lßþng tiªn c¯ng t× các vùng lân c§n thuµc b±n châu ðã ðßþc gØi vào trong bßu ki®n cüa các hÕ.",
msg_war_mail_revenue_sender,"Th¸ v® trß·ng Huyªt Th¥n Phü",
msg_war_mail_revenue_title,"Ti«n thß·ng Huyªt Th¥n Phü",
msg_war_master,"Thành chü",
msg_war_master_allow,"Cho phép",
msg_war_multi_flag,"Cùng lúc chï có th¬ có mµt l®nh kÏ",
msg_war_not_guildleave,"Trong th¶i gian công thành ngß¶i ch½i không ðßþc phép r¶i bang hµi",
msg_war_pause_bulletin,"[%s] ðã chiªn th¡ng [%s], tÕm th¶i giành ðßþc quy«n kh¯ng chª [%s]!",
msg_war_reg,"Ðång ký",
msg_war_reg_attacker_ok,"Ðã ðång ký",
msg_war_reg_exist,"BÕn ðã ðång ký r°i",
msg_war_reg_time_late,"Th¶i gian ðång ký ðã hªt, ng×ng vi®c ðång nh§p trong vòng 24 gi¶ trß¾c khi công thành chiªn!",
msg_war_seal_flagisdestroyed,"L®nh kÏ ðã b¸ hüy, không th¬ phong ¤n!",
msg_war_seal_isnotguildleader,"Phong ¤n tháp phäi do bang chü phong ¤n!",
msg_war_start_bulletin,"Công thành chiªn cüa %s b¡t ð¥u",
msg_war_zone_enter,"Tiªn vào khu vñc thành chiªn",
msg_war_zone_leave,"R¶i khöi khu vñc thành chiªn",
msg_wator,Thüy,
msg_watorarm,"Kháng Thüy",
MSG_WATORARM_HINT,"Giäm sÑc sát thß½ng Thüy H® cüa kë ð¸ch c¤p ðµ %d xu¯ng: %.2f%% ",
MSG_WEA_IS,"Vû khí phäi là %s",
msg_wit,"Trí tu®",
msg_worldcaizhu,"Thßþng Thiên ban ân hÕ gi¾i, các viên tiên châu quý giá, ðã thu nÕp thiên ð¸a tinh hoa nay ðßþc Thánh Ði®n phát tán kh¡p n½i trong Tam Gi¾i. Kë có duyên s¨ ðßþc s· hæu bäo v§t này.",
msg_worldchat_limit_fail,"BÕn tÕm th¶i không có quy«n phát ngôn trên kênh tam gi¾i",
msg_worldevent1,"Tình hu¯ng kh¦n c¤p! BOSS mÕnh nh¤t trong Lâm Trung Bình Ð¸a · Quª Hoa S½n là Trß Di®n Miêu Vß½ng b²ng nhiên xu¤t hi®n! Anh hùng kÏ hi®p kh¡p n½i vµi ðªn tìm hi¬u. Xem ra s¡p t¾i s¨ xäy ra mµt tr§n giao tranh ác li®t giæa chính nghîa và tà ác.",
msg_worldevent1a,"Tin vui! BOSS mÕnh nh¤t trong Lâm Trung Bình Ð¸a · Quª Hoa S½n là Trß Di®n Miêu Vß½ng ðã b¸ nhæng anh hùng kÏ hi®p liên thü ðánh bÕi! Vây cánh cüa h¡n ðang tìm ðß¶ng bö chÕy kh¡p n½i.",
msg_worldevent2,"Tình hu¯ng kh¦n c¤p! BOSS mÕnh nh¤t trong Tri®u Th¥n Ði®n · Mãng Thß½ng S½n là L¸ch QuÖ Cß½ng Thi b²ng nhiên hi®n thân! anh hùng kÏ hi®p kh¡p n½i vµi ðªn tìm hi¬u. Xem ra s¡p t¾i s¨ xäy ra mµt tr§n giao tranh ác li®t giæa chính nghîa và tà ác.",
msg_worldevent2a,"Tin vui! BOSS mÕnh nh¤t trong Tri®u Th¥n Ði®n · Mãng Thß½ng S½n là L¸ch QuÖ Cß½ng Thi ðã b¸ nhæng anh hùng kÏ hi®p liên thü ðánh bÕi! Vây cánh cüa h¡n ðang tìm ðß¶ng bö chÕy kh¡p n½i.",
msg_worldevent3,"Tình hu¯ng kh¦n c¤p! BOSS mÕnh nh¤t trong Læ Thôn · Ð¾i Gia Trß¶ng là Giang Dß½ng ÐÕi Phï b²ng nhiên hi®n thân! anh hùng kÏ hi®p kh¡p n½i vµi ðªn tìm hi¬u. Xem ra s¡p t¾i s¨ xäy ra mµt tr§n giao tranh ác li®t giæa chính nghîa và tà ác.",
msg_worldevent3a,"Tin vui! BOSS mÕnh nh¤t trong Læ Thôn · Ð¾i Gia Trß¶ng là Giang Dß½ng ÐÕi Phï ðã b¸ nhæng anh hùng kÏ hi®p liên thü ðánh bÕi! Vây cánh cüa h¡n ðang tìm ðß¶ng bö chÕy kh¡p n½i.",
msg_worldevent5317,"Th§t quá ðáng! Ai ðó ðã phóng thích L¸ch QuÖ Cß½ng Thi trong Lãnh Ð¸a Bang Hµi! L¥n này các kÏ hi®p v¤t vä r°i ðây",
MSG_X_CREDIT," %s danh v÷ng %d ði¬m",
MSG_X_EXP," %d ði¬m kinh nghi®m",
MSG_X_GODEXP," %d ði¬m l¸ch luy®n",
MSG_X_NIMBUS," %d ði¬m linh lñc",
MSG_XX_BANK,"Thß½ng kh¯ cüa  %s",
MSG_YOU,BÕn,
MSG_YOU_HAVE_NO_THAT_MONEY,"BÕn không ðü ngân lßþng.",
MSG_YOUR_BANK_HAVE_NO_THAT_MONEY,"Trong thß½ng kh¯ cüa bÕn không có ðü ngân lßþng.",
MSG_YOUR_GUILDBANK_HAVE_NO_THAT_MONEY,"Thß½ng kh¯ bang hµi không có s¯ ngân lßþng này",
net_status_hint1,"Trì hoãn: %u ms",
net_status_hint2,,
not_select_server,"Vui lòng ch÷n mµt máy chü",
party_bh,"Bách Hoa Phi Tiên",
party_em,"Nga My Thu§t Sî ",
party_fm,"Ph§t Môn Tång Nhân",
party_qc,"Thanh Thành †n Giä ",
party_xq,"Tiên C¥m Linh SÑ ",
password_error,"Sai m§t mã",
pin_msg1,"Hãy nh§p mã s¯ r°i ch÷n xác nh§n. Nh¤n nút hüy bö ð¬ nh§p lÕi.",
pin_msg2,"Hãy nh§p mã s¯ trong ô r°i ch÷n xác nh§n. Nh¤n nút hüy bö ð¬ nh§p lÕi.",
point_comma,",",
point_excla_mark,!,
point_full_stop,.,
point_question_mark,?,
pop_banlong,"C¤m phát ngôn 1 nåm",
pop_locklong,"Khóa tài khoän vînh vi­n",
pop_mute_30m,"C¤m phát ngôn 60 phút",
pop_point_shop_update,"C§p nh§t dæ li®u KÏ Trân Các tÕi máy chü",
pop_title1,"Trøc xu¤t ngß¶i ch½i này",
pop_title2,"C¤m phát ngôn trong 30 phút",
pop_title3,"Khóa tài khoän 7 ngày",
pop_title4,"Xóa (NPC)",
pop_title5,"Tra thông tin ngß¶i ch½i",
select_character_noselect,"Hi®n chßa ch÷n nhân v§t.",
server_disconnect,"Ng×ng kªt n¯i v¾i máy chü.",
server_disconnect1,"Ðã ngßng kªt n¯i v¾i máy chü, vui lòng kh·i ðµng lÕi",
server_list_msg_hide,†n,
server_list_msg1,"Tên máy chü",
server_list_msg2,"TrÕng thái",
server_list_msg3,"Tình trÕng",
server_list_msg4,Online,
server_list_msg5,Offline,
server_list_msg6,Ð¥y,
server_list_msg7,"Bình thß¶ng",
server_list_msg8,T¯t,
server_list_msg9,"Bäo trì",
server_maintenance,"Máy chü hi®n ðang trong trÕng thái bäo trì, vui lòng thØ lÕi sau.",
set_bank_password_ok,"Thiªt l§p mã thß½ng kh¯ thành công",
sit_err_msg,"BÕn ðang trong trÕng thái chiªn ð¤u, không th¬ t÷a thi«n.",
sit_err_msg2,"BÕn ðang trong trÕng thái tinh luy®n pháp bäo, không th¬ t÷a thi«n. Vui lòng ng×ng tinh luy®n sau ðó m¾i t÷a thi«n.",
sit_err_msg3,"BÕn ðang trong trÕng thái cßÞi thú, không th¬ t÷a thi«n.",
sys_find_str_error,"Dãy kí tñ không rõ",
unallowed_login,"Máy chü hi®n không cho phép ðång nh§p, vui lòng thØ lÕi sau.",
user_dead_dialog1,"phút sau tñ ðµng h°i sinh tÕi ði¬m h°i sinh g¥n nh¤t, ð°ng th¶i b¸ tr× mµt lßþng ði¬m kinh nghi®m và linh lñc tß½ng Ñng, nªu có ngß¶i thi tri¬n pháp thu§t h°i sinh v¾i bÕn thì t±n th¤t s¨ giäm mµt nØa.",
user_dead_dialog2,"giây sau tñ ðµng h°i sinh tÕi ði¬m h°i sinh g¥n nh¤t, ð°ng th¶i b¸ tr× mµt lßþng ði¬m kinh nghi®m và linh lñc tß½ng Ñng, nªu có ngß¶i thi tri¬n pháp thu§t h°i sinh v¾i bÕn thì t±n th¤t s¨ giäm mµt nØa.",
user_dead_dialog3,"BÕn có th¬ ch÷n l§p tÑc h°i sinh tÕi ði¬m h°i sinh g¥n nh¤t, nhßng s¨ t× bö c½ hµi ch¶ ðßþc h°i sinh ngay tÕi ch². BÕn th§t sñ mu¯n l§p tÑc h°i sinh ?",
user_dead_dialog4,"Tr× %d ði¬m kinh nghi®m, tr× %d linh lñc, tr× %s ngân lßþng.",
user_dead_dialog5,"Sau khi tØ vong - vì n¢m trong danh sách ðö, ",
user_dead_dialog6,"Sau khi tØ vong - ðßþc pháp thu§t h°i sinh, ",
user_dead_dialog7,"Sau khi tØ vong - tñ ðµng h°i sinh, ",
user_dead_dialog8,"Sau %d giây cho phép h°i sinh",
username_error,"Sai tên tài khoän, tên tài khoän chï có th¬ viªt b¢ng chæ in thß¶ng.",
version_error,"Sai phiên bän",
wrong_username,"Tên ðång nh§p không cho phép sØ døng",
MSG_EQUIP_ERROR_HAVEOFFHAND,"Tay phø ðã c¥m v§t ph¦m",
msg_extend_bag_active,"Ðã m· rµng",
msg_extend_bag_no_active,"Chßa m· rµng",
msg_guild_call_boss,"Bang hµi %s ðã tri®u h°i boss %s",
MSG_ITEM_COUNT_TOO_MUCH,"Không th¬ có thêm v§t ph¦m tß½ng quan",
msg_item_safesmith_need_cnt,"Tiêu hao %d cái",
msg_item_safesmith8,"Rèn siêu c¤p ",
msg_item_signed1,"V§t ph¦m này ðã ðßþc ký tên",
msg_item_signed10,"Không th¬ xóa nhæng v§t ph¦m ðã ðßþc ký tên",
msg_item_signed11,"Ðã ký tên, không th¬ d¸ch chuy¬n",
msg_item_signed12,"Còn %d tiªng næa là có th¬ xóa chæ ký, sau khi vào mÕng lÕi l¥n næa m¾i có hi®u lñc",
msg_item_signed13,"Còn %d phút næa là có th¬ xóa chæ ký, sau khi vào mÕng lÕi l¥n næa m¾i có hi®u lñc",
msg_item_signed14,"Còn %d giây næa là có th¬ xóa chæ ký, sau khi vào mÕng lÕi l¥n næa m¾i có hi®u lñc",
msg_item_signed15,"Chæ ký",
msg_item_signed16,"Xóa chæ ký",
msg_item_signed17,"BÕn có trang b¸ ðang trong th¶i hÕn xóa chæ ký",
msg_item_signed18,"Nhæng trang b¸ có c¤p ðµ t× 20 tr· lên m¾i có th¬ ký tên",
msg_item_signed19,"Nhæng v§t ph¦m ðßþc ký tên không th¬ giao d¸ch",
msg_item_signed2,"Ký tên thành công v§t ph¦m",
msg_item_signed3,"V§t ph¦m này chßa ðßþc ký tên",
msg_item_signed4,"V§t ph¦m này ðã ðßþc xóa chæ ký",
msg_item_signed5,"V§t ph¦m này ðßþc xóa chæ ký",
msg_item_signed6,"Chï nhæng trang b¸ không phäi là pháp bäo chính và pháp bäo phø m¾i có th¬  ký tên",
msg_item_signed7,"Nhæng trang b¸ khóa ð¸nh linh h°n không th¬ ký tên",
msg_item_signed8,"Nhæng trang b¸ ðßþc ký tên không th¬ dùng ð¬ khóa ð¸nh linh h°n",
msg_item_signed9,"Nhæng v§t ph¦m ðßþc ký tên không th¬ dùng làm v§t ph¦m may m¡n",
msg_lastoffline_time_notify,"Chào m×ng ðÕo hæu ðã quay lÕi tam gi¾i Thøc S½n",
msg_login27,"Ki¬u m§t mã không h² trþ",
msg_login28,"Tài khoän chßa ðßþc kích hoÕt",
msg_login29,"Tài khoän ho£c m§t mã b¸ sai",
msg_login30,"M§t mã này ðã ðßþc sØ døng, xin lña ch÷n m§t mã khác",
msg_login31,"Mã bäo m§t ho£c th¶i gian bäo m§t cüa bÕn có sai sót, hãy xác nh§n lÕi, nªu th¶i gian bäo m§t b¸ sai, hãy chïnh sØa lÕi.",
msg_login32,"Mã bäo m§t ho£c th¶i gian bäo m§t cüa bÕn có sai sót, hãy xác nh§n lÕi, nªu th¶i gian bäo m§t b¸ sai, hãy chïnh sØa lÕi.",
msg_login33,"Mã dùng 1 l¥n này ðã ðßþc sØ døng, hãy dùng mã khác",
msg_login34,"Th¶i gian bäo m§t cüa bÕn có sai sót, hãy chïnh sØa lÕi ",
msg_must_inectype,"Phäi sØ døng trong ¯c ðäo",
MSG_NEED_PETLEV_MIN,"C¤p ðµ thu¥n thú phäi t× LV11 tr· lên m¾i có th¬ sØ døng",
msg_no_pk_value,"Ði¬m PK hi®n tÕi cüa bÕn là 0, không th¬ sØ døng ðßþc",
msg_pet_openloot,"M· chÑc nång tñ nh£t",
msg_point_shop_crystal_count,"S¯ lßþng kim cß½ng khóa ð¸nh",
msg_point_shop_crystal_enter,"Vào thß½ng thành v§t ph¦m khóa ð¸nh",
msg_point_shop_point_count,"S¯ lßþng MCash",
msg_point_shop_point_enter,"Vào thß½ng thành v§t ph¦m",
msg_point_shop_point_type_0,"MCash :",
msg_point_shop_point_type_1,"Thüy tinh: ",
msg_pve_boss_alive,"Còn s¯ng",
msg_pve_boss_dead,"TØ vong",
msg_pve_point_not_enough,"T¯i thi¬u c¥n %d ði¬m s¯ PVE",
MSG_SKILL_NEED_OFFHAND,"Tay phø c¥n: ",
MSG_SKILL_NEED_WEA,"Tay chính c¥n: ",
msg_smallpet_closeloot,"BÕn ðã t¡t chÑc nång tñ ðµng nh£t cüa thu¥n thú",
msg_smallpet_openloot,"BÕn ðã m· chÑc nång tñ ðµng nh£t cüa thu¥n thú",
MSG_TASK_LEV_SHOW,[%d],
MSG_TASKITEM_NO_SPACE,"Bao v§t ph¦m nhi®m vø cüa bÕn không th¬ chÑa thêm b¤t kÏ v§t ph¦m nhi®m vø nào næa",
msg_team_assign_change,"Ðµi trß·ng thiªt l§p ki¬u phân ph¯i là : %s",
msg_team_pick_change,"Ðµi trß·ng thiªt l§p ki¬u phân ph¯i là : %s",
MSG_UPDATE_ERROR2,"Chï có th¬ chÑa bäo thÕch loÕi giám ð¸nh",
msg_worldevent5351,"Th§t chÆng ra làm sao cä! Có kë trong lãnh ð¸a bang hµi ðã g÷i L¸ch QuÖ Cß½ng Thi  t¾i!",
pin_error,"M§t mã c¤p 2 ( mã PIN ) b¸ sai, hãy nh§p lÕi",
pin_msg3,"Hãy nh§p mã bäo hµ trong ði®n thoÕi, sau ðó ¤n nút xác nh§n. Nªu không c¦n th§n nh§p sai thì hãy ¤n nút xóa ð¬ nh§p lÕi",
pin_msg4,"Hãy nh§p mã bäo hµ trong ph¥n cÑng, sau ðó ¤n nút xác nh§n. Nªu không c¦n th§n nh§p sai thì hãy ¤n nút xóa ð¬ nh§p lÕi",
MSG_ITEM_NEED_MORE_COUNT,"Vçn chßa có ðü v§t ph¦m liên quan",
msg_pet_closeloot,"T¡t chÑc nång tñ ðµng nh£t",
,,
GUILD_OP_ERR2,"Kh¤u tr× l®nh chiêu hi«n nÕp sî v§t ph¦m th¤t bÕi ",
msg_consign1,"Ti«n trên ngß¶i bÕn không ðü üy thác ph¥n thß·ng và phí thü tøc, không th¬ üy thác. ",
msg_consign10,"cái nhi®m vø ðó üy thác ðã b¸ ngß¶i khác tiªp nh§n, không th¬ xóa bö",
msg_consign11,"Ngß¶i ch½i c¥n phäi ðÕt ðªn  %d c¤p  m¾i có th¬ sØ døng nhi®m vø üy thác h® th¯ng phát nhi®m vø",
msg_consign12,"Ngß¶i ch½i c¥n phäi ðÕt ðªn  %d c¤p  m¾i có th¬ sØ døng nhi®m vø üy thác h® th¯ng tiªp nh§n nhi®m vø",
msg_consign13,"1 Ngß¶i ch½i trong cùng 1 th¶i gian chï có th¬ tiªp nh§n mµt üy thác",
msg_consign14,"M²i Ngß¶i ch½i m²i ngày tiªp nh§n nhi«u nh¤t %d nhi®m vø üy thác",
msg_consign15,"Ngß¶i ch½i chï có th¬ tiªp nh§n üy thác mà so v¾i c¤p ðµ bän thân nhö h½n 5 c¤p ho£c trên",
msg_consign16,"œy thác thành công",
msg_consign17,"Tiªp nh§n üy thác thành công",
msg_consign2,"M²i Ngß¶i ch½i nhi«u nh¤t üy thác %d nhi®m vø ",
msg_consign3,"M²i Ngß¶i ch½i m²i ngày nhi«u nh¤t  üy thác %d nhi®m vø",
msg_consign4,"Nhi®m vø ðó ðã ðßþc bÕn üy thác",
msg_consign5,"Server ðang b§n, không th¬ üy thác",
msg_consign6,"Tr· lÕi ph¥n thß·ng nhi®m vø üy thác",
msg_consign7,"Tr· lÕi ph¥n thß·ng nhi®m vø üy thác",
msg_consign8,"Nhi®m vø üy thác %d b¸ xóa bö",
msg_consign9,"Nhi®m vø üy thác ðó không t°n tÕi",
MSG_DECOMP_ERROR5,"V§t ph¦m ðã kí tên không th¬ phân giäi",
msg_dungeon_ready,[OK],
msg_npc5630_1,"Ðã nh§n ðßþc U Minh H°i Mµng Hß½ng",
msg_npc5630_2,"Thiªu v§t ph¦m c¥n thiªt khi dung hþp",
msg_smallpet_point_limited,"Thu¥n Thú ð½n nh¤t thuµc tính có th¬ thêm %d ði¬m",
msg_task_finish_scoor,"Nhi®m vø h°i phøc",
,,
font_s_12,12,
msg_consign18,"Không th¬ tiªp nh§n nhi®m vø üy thác cüa bän thân",
msg_consign19,"Nhi®m vø üy thác này ðã b¸ ngß¶i khác tiªp nh§n",
msg_consign20,"GØi üy thác",
msg_consign21,"Ki¬m tra üy thác",
msg_consign22,"Nhi®m vø üy thác này ðã hªt hÕn sØ døng, không th¬ tiªp nh§n",
msg_default_bag_name,"B¯i bao",
msg_extend_bag_forever,"Vînh vi­n",
msg_exterd_bag_limit,"Th¶i hÕn",
msg_extern_bag_name,"M· Bao %d",
msg_extern_bag_never_add,"Chßa kích hoÕt",
msg_extern_bag_outdate,"Quá hÕn",
MSG_RIDER_ERROR01,"Phäi là KÜ Thú chßa khóa ð¸nh",
msg_rider_extra,"Khi cßÞi thú nh§n thêm %s hi®u quä",
MSG_SMITHING_NO_GEM,"Trên ngß¶i bÕn không có v§t ph¦m có th¬ khäm nÕm v§t ph¦m này",
msg_stall36,"Không ðßþc bày các qu¥y hàng tr¯ng",
msg_stall37,"V§t ph¦m %s bày bán b¸ xóa bö do thay ð±i",
msg_task_bag_name,"Nhi®m Vø Bao",
,,
consign_copper,Ð°ng,
consign_desc_1,"M²i ngày nhi«u nh¤t nh§n/ gØi 3 l¥n üy thác, chï có th¬ tiªp nh§n nhi®m vø üy thác có c¤p ðµ th¤p h½n c¤p ðµ cüa bän thân là 5 c¤p.",
consign_desc_2,"Quy t¡c phát nhi®m vø üy thác",
"1.C¤p ðµ th¤p nh¤t ð¬ phát üy thác là c¤p 26.",,
"2. Nhi®m vø có th¬ üy thác chü yªu là nhæng nhi®m vø nhß nhi®m vø bang hµi ( phát · Kiªm Tiên Ðài ), nhi®m vø üy thác do ngß¶i quän lí phát.",,
"3. M²i l¥n phát nhi®m vø c¥n t¯n 1 bÕc.",,
"4. M²i ngày chï có th¬ phát 3 l¥n nhi®m vø ( cho dù nhi®m vø ðó có thành công hoàn thành hay không, có b¸ hüy bö hay không, chï c¥n phát ra ð«u tính 1 l¥n)",,
"5. Khi phát nhi®m vø üy thác, c¥n tiªp nh§n nhi®m vø c¥n phát trß¾c.",,
"6. Nhi®m vø phát üy thác s¨ ðßþc ðánh d¤u trong bäng nhi®m vø.",,
"7. Nhi®m vø trong th¶i gian üy thác thì quái v§t b¸ t¤n công trong nhi®m vø ðó s¨ ðßþc tính, nhân không th¬ hoàn thành nhi®m vø, phäi qua th¶i hÕn üy thác m¾i có th¬ hoàn thành.",,
,,
"Quy t¡c tiªp nh§n nhi®m vø üy thác",,
"1. C¤p ðµ th¤p nh¤t ð¬ tiªp nh§n üy thác là c¤p 31.",,
"2. M²i ngày nhi«u nh¤t chï có th¬ tiªp nh§n 3 l¥n nhi®m vø üy thác",,
"3. Trß¾c khi tiªp nh§n nhi®m vø üy thác, có th¬ ch÷n nhi®m vø c¥n tiªp nh§n xong, click vào thông tin chi tiªt xem nhæng yêu c¥u cüa nhi®m vø üy thác.",,
"4. Khi tiªp nh§n nhi®m vø üy thác, h® th¯ng s¨ kh¤u tr× q vàng cüa ngß¶i tiªp nh§n coi nhß là ti«n c÷c.",,
"   (1) Nªu ngß¶i tiªp nh§n hoàn thành nhi®m vø trong th¶i gian quy ð¸nh thì ti«n ð£t c÷c s¨ ðßþc tra lÕi.",,
"   (2) Nªu nhi®m vø th¤t bÕi thì ti«n ð£t c÷c s¨ không ðßþc trä lÕi.",,
"5. Sau khi hoàn thành nhi®m vø üy thác, s¨ nh§n ðßþc ph¥n thß·ng là mµt bßu ki®n. ( Có th¬ s¨ tr­ khi h® th¯ng ðang b§n).",,
consign_gold,Vàng,
consign_hour,Gi¶,
consign_min,Phút,
consign_msg_1,"Không có üy thác có th¬ tiªp nh§n",
consign_msg_10,"Ph¥n thß·ng üy thác không th¬ r¯ng",
consign_msg_11,"S¯ l¥n phát üy thác là 0",
consign_msg_2,"V§t ph¦m này không th¬ là v§t ph¦m ph¥n thß·ng!",
consign_msg_3,"Không ðü ti«n vàng ð¬ phát üy thác này",
consign_msg_4,"Không ðÕt ðªn c¤p 31, không th¬ nh§n üy thác.",
consign_msg_5,"Không ðÕt ðªn c¤p 31, không th¬ nh§n üy thác.",
consign_msg_6,"Không ðÕt ðªn c¤p 26, không th¬ nh§n üy thác.",
consign_msg_7,"Nhi®m vø üy thác không th¬ tr¯ng",
consign_msg_8,"Th¶i hÕn üy thác không th¬ tr¯ng",
consign_msg_9,"Ph¥n thß·ng üy thác không th¬ quá 2000 vàng",
consign_msg_title,"Nh¡c nh·:",
consign_sec,Giây,
consign_silver,BÕc,
consign_state_1,"Có th¬ nh§n",
consign_state_2,"Ðã phát",
consign_state_3,"Ðang tiªn hành",
consign_state_4,"Có th¬ hoàn thành",
consign_state_5,"Có th¬ nghi®m thu",
consign_tasklev_0,"Bình Thß¶ng",
consign_tasklev_1,"Tinh Anh",
consign_tasklev_11,"C¤m Ð¸a",
consign_type1,"C¤m Ð¸a",
consign_type2,"Nhi®m Vø",
KR_IPCHECK_L001,,
login_forbid01,"Ngài tÕm th¶i b¸ c¤m ðång nh§p, vui lòng liên h® v¾i GM (1)",
login_forbid02,"Ngài tÕm th¶i b¸ c¤m ðång nh§p, vui lòng liên h® v¾i GM (2)",
login_forbid03,"Ngài tÕm th¶i b¸ c¤m ðång nh§p, vui lòng liên h® v¾i GM (3)",
login_geting_serverlist,"Ðang nh§n bäng server, vui lòng ch¶..",
msg_auto_walk_hint,[Tìm]%s,
msg_bag_type_name_item,"V§t Ph¦m ",
msg_bag_type_name_task,"Nhi®m Vø",
MSG_BIND_GOLD_STYLE1,"%d vàng, %d bÕc, %d ð°ng khóa ð¸nh %s%s",
MSG_BIND_GOLD_STYLE2,"%d bÕc, %d ð°ng khóa ð¸nh %s%s",
MSG_BIND_GOLD_STYLE3,"%d ð°ng khóa ð¸nh %s%s",
MSG_BUS,"Giao thông công cµng",
msg_calendar_create_event_error_before_today,"Ngài không th¬ tÕo sñ ki®n trong mµt ngày nào ðó trß¾c ngày hôm nay",
msg_callfriend_userdead,"Tri®u h°i th¤t bÕi, kÏ hi®p[%d] ðã tØ vong",
msg_can_move_err,"Ð¸a ði¬m này có v§t cän",
msg_consign23,"V§t ph¦m %s không th¬ giao d¸ch",
msg_consign24,"V§t ph¦m %s không th¬ làm ph¥n thß·ng üy thác",
msg_consign25,"V§t ph¦m%d phäi có ðü %d cái m¾i có th¬ làm ph¥n thß·ng üy thác",
msg_consign26,"Ðã trao ph¥n thß·ng nhi®m vø üy thác",
msg_consign27,"Ðã trao ph¥n thß·ng nhi®m vø üy thác",
msg_consign28,"Nhi®m vø %d mà ngài üy thác ða hoàn thành, hãy mau nghi®m thu",
msg_consign29,"Nhi®m vø üy thác %s ðã hoàn thành",
msg_consign30,"Nhi®m vø üy thác %s ðã nghi®m thu",
msg_consign31,"%d vàng, %d bÕc, %d ð°ng",
msg_consign32,"%d bÕc, %d ð°ng",
msg_consign33,"%d ð°ng",
msg_consign34,"#r nh§n ti«n vàng:",
msg_consign35,"ÐÕi sänh nhi®m vø üy thác",
msg_effect_day,Ngày,
msg_effect_hour,Gi¶,
msg_effect_minute,Phút,
msg_effect_second,Giây,
msg_effect_time,"Dß ra",
msg_hole1,"Nhæng trang b¸ có l² chï có th¬ là pháp bäo chính, pháp bäo phø và các bµ ph§n cüa ðÕo cø phòng v®",
msg_hole10,"Trang b¸ c¤p 30 tr· xu¯ng chï có th¬ sØ døng bäo thÕch c¤p 1 ðªn c¤p 3",
